trade_date,open,high,low,close,volume
2023-01-01 16:00:00,16560.0,16768.4,16548.1,16735.5,3257.52950719
2023-01-02 16:00:00,16735.4,16799.3,16621.3,16679.8,2144.85966934
2023-01-03 16:00:00,16679.8,16915.3,16610.4,16855.0,4597.43660089
2023-01-04 16:00:00,16855.8,16988.0,16760.1,16846.8,3042.75442941
2023-01-05 16:00:00,16846.8,16876.7,16680.7,16843.2,3511.94165949
2023-01-06 16:00:00,16843.3,17034.5,16809.9,16941.1,2571.86201434
2023-01-07 16:00:00,16941.1,17019.2,16915.0,17000.8,1235.96267323
2023-01-08 16:00:00,17000.8,17333.0,16921.3,17273.5,5665.21354097
2023-01-09 16:00:00,17273.4,17395.7,17133.3,17323.7,4661.08172156
2023-01-10 16:00:00,17324.6,17502.8,17282.9,17334.7,4430.01845335
2023-01-11 16:00:00,17334.5,18379.9,17328.7,18087.7,14679.48036413
2023-01-12 16:00:00,18087.0,19306.4,18060.4,19260.2,14013.12933241
2023-01-13 16:00:00,19260.2,21482.8,19060.4,20792.4,27657.60481305
2023-01-14 16:00:00,20788.5,21079.9,20555.3,20911.7,8300.09137491
2023-01-15 16:00:00,20911.7,21431.8,20603.0,20993.9,11507.39813844
2023-01-16 16:00:00,20993.9,21634.5,20839.7,21173.4,12363.27948749
2023-01-17 16:00:00,21173.4,21664.6,20837.9,21035.1,11215.71850269
2023-01-18 16:00:00,21035.1,21135.6,20400.0,20873.8,13354.88810985
2023-01-19 16:00:00,20873.9,21245.5,20792.5,21144.9,3760.75339876
2023-01-20 16:00:00,21145.0,23327.8,21143.6,22996.0,16185.0498044
2023-01-21 16:00:00,22995.5,23379.0,22610.3,22788.7,8640.23456418
2023-01-22 16:00:00,22788.7,23123.2,22306.6,22852.0,8692.65624071
2023-01-23 16:00:00,22852.1,23185.2,22658.0,22928.1,6513.00931626
2023-01-24 16:00:00,22928.2,23083.8,22332.1,22579.1,7568.28582494
2023-01-25 16:00:00,22579.2,23818.7,22518.3,22958.1,11442.10480958
2023-01-26 16:00:00,22957.7,23164.7,22526.3,22934.4,7462.68200547
2023-01-27 16:00:00,22933.3,23500.0,22879.4,23013.3,5450.11074822
2023-01-28 16:00:00,23013.8,23652.4,22943.1,23527.0,6650.74889002
2023-01-29 16:00:00,23526.9,23963.0,22959.7,23176.2,9151.56788494
2023-01-30 16:00:00,23176.2,23244.7,22483.0,23122.3,7964.66242283
2023-01-31 16:00:00,23123.5,23347.7,22819.0,22984.1,4549.46768409
2023-02-01 16:00:00,22984.0,24252.7,22756.0,23838.2,12792.19847646
2023-02-02 16:00:00,23843.9,24148.1,23221.0,23601.0,8110.86133046
2023-02-03 16:00:00,23603.6,23722.5,23211.0,23420.4,3347.99769589
2023-02-04 16:00:00,23420.4,23469.1,23008.0,23099.2,3786.35724739
2023-02-05 16:00:00,23099.1,23159.6,22617.6,23042.1,6093.53784381
2023-02-06 16:00:00,23044.0,23158.5,22638.0,22909.1,3619.55907255
2023-02-07 16:00:00,22909.1,23457.1,22768.2,22869.9,6426.2342355
2023-02-08 16:00:00,22866.3,23049.9,22358.0,22614.7,7747.46516046
2023-02-09 16:00:00,22613.8,22621.4,21518.0,21655.7,11861.75150227
2023-02-10 16:00:00,21651.9,21793.9,21440.0,21733.8,3173.62750815
2023-02-11 16:00:00,21733.9,22000.0,21620.4,21943.1,3387.4763504
2023-02-12 16:00:00,21943.1,22083.5,21421.9,21566.4,6813.3733125
2023-02-13 16:00:00,21567.3,22319.8,21356.5,22039.6,9704.00724859
2023-02-14 16:00:00,22041.7,22908.1,21919.3,22811.3,6632.95488841
2023-02-15 16:00:00,22807.7,25080.0,22746.1,25070.9,16568.86585783
2023-02-16 16:00:00,25071.4,25249.9,23337.1,24130.2,15657.02963198
2023-02-17 16:00:00,24126.2,25025.0,23911.7,24666.0,9640.32289789
2023-02-18 16:00:00,24666.0,25046.0,24503.6,24922.9,4375.80693549
2023-02-19 16:00:00,24923.4,25187.0,23836.5,24944.5,12830.50511094
2023-02-20 16:00:00,24944.6,25320.0,24390.5,24557.6,8957.46572398
2023-02-21 16:00:00,24557.6,24750.6,23636.1,23716.8,10336.3399677
2023-02-22 16:00:00,23714.0,24602.9,23579.5,23950.2,11796.08074964
2023-02-23 16:00:00,23950.1,24131.0,23333.9,23349.0,8485.75908435
2023-02-24 16:00:00,23350.1,23353.8,22836.1,23000.5,8968.84280176
2023-02-25 16:00:00,23002.8,23332.9,22729.4,23247.9,4146.09650344
2023-02-26 16:00:00,23248.0,23891.2,23132.3,23555.9,7228.62259393
2023-02-27 16:00:00,23556.0,23614.6,23101.0,23521.0,6394.60439646
2023-02-28 16:00:00,23521.1,24009.0,23009.7,23712.4,8118.54020033
2023-03-01 16:00:00,23712.3,23792.7,23181.5,23361.1,6280.92739982
2023-03-02 16:00:00,23361.0,23566.7,21898.0,22336.4,16475.69697206
2023-03-03 16:00:00,22336.5,22446.1,22150.0,22315.5,3663.74584373
2023-03-04 16:00:00,22315.6,22666.4,22164.5,22438.8,4754.49093391
2023-03-05 16:00:00,22438.9,22598.0,22261.3,22560.0,4979.86473597
2023-03-06 16:00:00,22560.0,22584.9,21934.6,22320.2,7836.55672787
2023-03-07 16:00:00,22320.2,22390.0,21847.9,22144.1,7543.74545339
2023-03-08 16:00:00,22144.1,22219.6,21535.1,21646.1,8920.06144302
2023-03-09 16:00:00,21645.1,21672.4,19529.7,20007.1,39211.16573839
2023-03-10 16:00:00,20005.5,20688.9,19769.1,20066.1,22981.16885117
2023-03-11 16:00:00,20066.0,20533.7,19985.0,20356.1,8499.75361874
2023-03-12 16:00:00,20356.1,24509.3,20340.2,24007.0,42959.04294338
2023-03-13 16:00:00,24013.3,26424.2,23776.1,25899.7,41406.93579315
2023-03-14 16:00:00,25899.7,26005.9,23957.5,24467.4,34116.74863089
2023-03-15 16:00:00,24467.5,25062.0,23873.0,24884.6,20419.65004445
2023-03-16 16:00:00,24884.7,26965.7,24611.8,26421.2,25013.69119116
2023-03-17 16:00:00,26417.8,27768.1,26243.3,27223.8,20526.42735252
2023-03-18 16:00:00,27225.2,27768.1,26565.5,27550.6,11336.81070727
2023-03-19 16:00:00,27542.4,28490.0,27133.4,27693.6,21016.27810352
2023-03-20 16:00:00,27695.5,28240.7,27300.1,28037.1,12455.68632569
2023-03-21 16:00:00,28040.1,28750.0,27911.2,28592.4,10422.76141323
2023-03-22 16:00:00,28592.4,28890.0,26603.6,28581.7,28488.10592812
2023-03-23 16:00:00,28581.7,28643.5,27300.0,28015.4,17129.94086229
2023-03-24 16:00:00,28015.4,28053.9,26976.8,27648.3,10284.28979609
2023-03-25 16:00:00,27648.2,28221.4,27152.8,27803.4,6848.79774338
2023-03-26 16:00:00,27803.3,28144.6,26503.0,26899.1,10320.22325071
2023-03-27 16:00:00,26901.1,27310.9,26625.8,26997.5,12039.48509796
2023-03-28 16:00:00,26998.0,28644.5,26745.5,28444.0,15530.50273162
2023-03-29 16:00:00,28444.0,29183.7,28062.9,28301.4,14108.62791402
2023-03-30 16:00:00,28300.7,28674.4,27503.0,28492.2,15334.48717769
2023-03-31 16:00:00,28492.3,28831.6,28216.4,28402.0,4663.91024925
2023-04-01 16:00:00,28402.1,28579.6,28025.0,28124.7,3536.58618129
2023-04-02 16:00:00,28124.7,28566.5,27560.0,28045.6,11687.14167303
2023-04-03 16:00:00,28048.3,28445.0,27202.9,28028.1,11616.08344267
2023-04-04 16:00:00,28027.5,28795.0,27860.0,28034.6,9234.96302073
2023-04-05 16:00:00,28034.6,28314.2,27697.5,28097.5,6807.49140722
2023-04-06 16:00:00,28099.9,28165.1,27770.5,27945.9,3956.6002933
2023-04-07 16:00:00,27944.5,28155.7,27839.3,28013.9,3092.98813506
2023-04-08 16:00:00,28014.0,28088.1,27790.0,27888.3,2583.84321372
2023-04-09 16:00:00,27888.4,28575.1,27874.3,28439.6,5521.9711123
2023-04-10 16:00:00,28439.7,30444.0,28376.2,30195.3,18220.16580535
2023-04-11 16:00:00,30194.7,30568.9,29637.1,29961.8,11141.3292174
2023-04-12 16:00:00,29963.0,30595.3,29755.0,30436.7,7600.80676995
2023-04-13 16:00:00,30436.2,31043.4,30088.5,30240.0,12649.48305967
2023-04-14 16:00:00,30238.1,30597.7,29970.0,30327.8,4015.45572056
2023-04-15 16:00:00,30327.9,30392.1,30118.8,30330.5,3099.38754474
2023-04-16 16:00:00,30331.3,30556.8,29233.2,29355.9,8768.17244792
2023-04-17 16:00:00,29354.8,30492.4,29097.6,30185.0,7996.05163601
2023-04-18 16:00:00,30185.1,30460.7,28936.0,29258.3,14632.42058074
2023-04-19 16:00:00,29264.3,29363.9,28316.4,28510.1,13876.01943111
2023-04-20 16:00:00,28510.1,28659.2,27812.9,28041.3,12109.6359205
2023-04-21 16:00:00,28041.3,28092.0,27122.9,27486.0,9858.63695044
2023-04-22 16:00:00,27488.2,27883.9,27300.0,27472.3,5491.85336459
2023-04-23 16:00:00,27472.8,27999.7,27155.4,27260.7,8146.11477706
2023-04-24 16:00:00,27259.2,27589.5,26902.6,27339.3,7754.06277767
2023-04-25 16:00:00,27339.3,30040.1,27313.1,29818.6,17039.67997474
2023-04-26 16:00:00,29817.3,29899.7,27219.6,29148.1,28898.93650633
2023-04-27 16:00:00,29148.1,29898.6,28889.2,29148.3,11300.8792102
2023-04-28 16:00:00,29148.2,29446.2,29105.8,29273.9,3649.52078679
2023-04-29 16:00:00,29271.1,29966.4,29031.5,29661.9,5084.12142132
2023-04-30 16:00:00,29661.8,29867.1,28071.2,28170.1,12880.33763642
2023-05-01 16:00:00,28170.2,28769.0,27662.3,28534.9,11052.8969525
2023-05-02 16:00:00,28535.2,28886.3,28107.2,28306.8,7316.64687762
2023-05-03 16:00:00,28306.4,29380.0,28200.6,28866.2,10782.82343885
2023-05-04 16:00:00,28866.2,29553.3,28673.5,29357.0,8780.14243656
2023-05-05 16:00:00,29357.0,29844.0,28338.2,28577.1,10155.80939796
2023-05-06 16:00:00,28577.0,29150.0,28541.1,28947.2,5070.23557116
2023-05-07 16:00:00,28949.6,29032.4,27568.1,27888.2,12028.41291379
2023-05-08 16:00:00,27888.2,27928.2,27239.9,27395.9,8927.30488375
2023-05-09 16:00:00,27396.0,28318.9,27350.0,28153.8,8333.35780764
2023-05-10 16:00:00,28153.7,28298.0,26700.0,27177.6,19060.84917185
2023-05-11 16:00:00,27178.4,27214.7,26118.0,26314.3,11048.9168688
2023-05-12 16:00:00,26315.9,26986.1,25791.7,26815.5,8279.92807901
2023-05-13 16:00:00,26815.1,27199.0,26554.7,27081.8,4147.64709339
2023-05-14 16:00:00,27081.9,27539.9,26722.7,27396.7,7679.2554082
2023-05-15 16:00:00,27396.8,27665.1,26850.3,27041.0,8265.94324308
2023-05-16 16:00:00,27041.1,27243.2,26536.8,26797.8,7427.70029654
2023-05-17 16:00:00,26798.3,27548.3,26742.6,27086.6,7459.62757228
2023-05-18 16:00:00,27086.6,27197.1,26361.3,26885.8,8428.86711681
2023-05-19 16:00:00,26884.5,26980.0,26781.3,26948.0,2095.06895374
2023-05-20 16:00:00,26948.0,27285.0,26770.5,26900.0,4131.94370231
2023-05-21 16:00:00,26900.0,27112.6,26537.0,26874.7,6252.5367057
2023-05-22 16:00:00,26874.6,27500.0,26780.4,27324.5,8830.46554776
2023-05-23 16:00:00,27324.5,27330.9,26077.7,26315.8,13403.63509348
2023-05-24 16:00:00,26315.8,26499.5,25868.0,26223.5,8120.87068256
2023-05-25 16:00:00,26226.2,26939.9,26204.4,26755.4,6878.12388027
2023-05-26 16:00:00,26755.4,26840.3,26551.4,26689.3,2941.15113757
2023-05-27 16:00:00,26689.3,27387.6,26622.9,27272.0,5307.31794475
2023-05-28 16:00:00,27272.0,28454.9,27211.8,27635.4,13349.52719816
2023-05-29 16:00:00,27633.6,28043.8,27531.8,27677.1,5150.77675779
2023-05-30 16:00:00,27677.0,27862.0,26829.7,26906.5,11220.23964695
2023-05-31 16:00:00,26906.5,27349.6,26606.2,26898.4,6381.70130337
2023-06-01 16:00:00,26898.5,27256.9,26502.4,27096.3,8009.61955278
2023-06-02 16:00:00,27096.4,27333.0,27005.8,27305.5,2801.47696343
2023-06-03 16:00:00,27302.0,27319.4,26917.2,27177.6,3213.71441554
2023-06-04 16:00:00,27177.6,27466.1,25951.3,25985.3,9694.69173266
2023-06-05 16:00:00,25985.1,26150.0,25350.0,26066.0,20043.68328515
2023-06-06 16:00:00,26066.1,27399.3,26066.1,26346.2,21251.74963344
2023-06-07 16:00:00,26343.3,26850.0,26126.0,26733.0,7152.88638604
2023-06-08 16:00:00,26728.5,26780.7,26276.8,26477.3,5793.97903842
2023-06-09 16:00:00,26477.2,26534.0,25455.0,25632.0,13094.50882615
2023-06-10 16:00:00,25632.1,26150.4,25348.7,25752.2,9970.33910988
2023-06-11 16:00:00,25754.4,26206.0,25608.8,25823.9,7560.6564536
2023-06-12 16:00:00,25823.9,26438.0,25650.4,25759.6,10605.68840235
2023-06-13 16:00:00,25759.5,26083.6,25739.3,25986.7,3850.17267159
2023-06-14 16:00:00,25986.7,26098.3,24783.0,24960.3,17851.29052174
2023-06-15 16:00:00,24960.3,25906.5,24930.2,25836.9,11899.92967334
2023-06-16 16:00:00,25842.5,26880.0,25774.8,26414.5,12655.13335999
2023-06-17 16:00:00,26414.6,26678.0,26378.9,26559.9,3013.19640316
2023-06-18 16:00:00,26560.0,26705.7,26255.1,26445.3,5348.46213571
2023-06-19 16:00:00,26445.4,27180.0,26310.0,27073.0,13247.28634288
2023-06-20 16:00:00,27073.1,30000.0,27001.0,29855.6,36112.15467007
2023-06-21 16:00:00,29855.5,30819.7,29531.1,29855.7,22569.12305919
2023-06-22 16:00:00,29855.6,31456.0,29800.0,31241.4,15975.67222459
2023-06-23 16:00:00,31241.3,31420.0,30297.3,30397.2,14834.23624447
2023-06-24 16:00:00,30397.4,31044.5,30253.2,30588.1,7242.9054375
2023-06-25 16:00:00,30588.2,30661.0,29962.0,30418.5,8956.16270204
2023-06-26 16:00:00,30418.4,30999.0,29913.2,30500.8,11768.54106831
2023-06-27 16:00:00,30500.8,30766.0,30008.0,30412.6,9563.57087011
2023-06-28 16:00:00,30412.7,30839.9,29843.0,30477.8,10011.63549812
2023-06-29 16:00:00,30477.8,31290.0,29419.0,30068.2,24786.56390881
2023-06-30 16:00:00,30068.2,30728.5,29923.8,30572.1,7919.65621059
2023-07-01 16:00:00,30572.2,30651.4,30162.7,30499.4,3029.89273346
2023-07-02 16:00:00,30499.4,31180.0,30369.6,31071.7,7345.84391869
2023-07-03 16:00:00,31071.6,31389.0,30829.7,30966.2,8124.34808798
2023-07-04 16:00:00,30964.2,31132.0,30200.0,30358.3,6757.71047535
2023-07-05 16:00:00,30358.3,31550.0,29888.0,30403.7,15345.70324615
2023-07-06 16:00:00,30405.9,30465.3,29705.2,30389.5,8860.55373331
2023-07-07 16:00:00,30389.5,30451.0,30115.2,30209.7,2846.9631705
2023-07-08 16:00:00,30209.8,30454.0,30043.6,30351.0,2335.20851415
2023-07-09 16:00:00,30351.0,30364.8,29946.7,30315.7,4950.1194707
2023-07-10 16:00:00,30315.8,31045.7,30188.8,30597.9,9534.07137954
2023-07-11 16:00:00,30598.0,30980.0,30407.3,30522.8,7823.07883166
2023-07-12 16:00:00,30520.3,31192.2,30211.0,30913.8,9164.43579313
2023-07-13 16:00:00,30918.0,31830.0,30717.9,31240.6,16453.93583057
2023-07-14 16:00:00,31240.6,31275.6,29900.7,30300.5,11602.17170944
2023-07-15 16:00:00,30300.5,30440.0,30059.6,30377.4,3718.17126116
2023-07-16 16:00:00,30377.5,30397.5,29958.2,30175.1,4670.52047555
2023-07-17 16:00:00,30175.2,30286.6,29653.1,29911.0,8878.43091914
2023-07-18 16:00:00,29910.8,30187.7,29500.0,29954.4,5871.13940849
2023-07-19 16:00:00,29954.4,30416.0,29621.0,29806.7,6624.81290234
2023-07-20 16:00:00,29806.8,29951.2,29560.7,29862.5,5101.69760802
2023-07-21 16:00:00,29862.5,30059.0,29775.2,29904.5,2566.01286551
2023-07-22 16:00:00,29904.6,29981.6,29630.0,29898.5,2518.79626753
2023-07-23 16:00:00,29898.5,30350.0,28866.7,29094.9,12705.18885902
2023-07-24 16:00:00,29094.9,29344.5,28999.2,29181.0,4478.93279369
2023-07-25 16:00:00,29181.1,29410.2,29100.0,29322.0,3950.65564487
2023-07-26 16:00:00,29322.0,29679.0,29191.5,29290.3,7460.56237029
2023-07-27 16:00:00,29290.4,29539.6,29084.7,29391.4,4202.37398323
2023-07-28 16:00:00,29391.4,29407.7,29198.8,29296.3,2612.9890228
2023-07-29 16:00:00,29296.3,29448.8,29235.5,29351.7,1568.22727437
2023-07-30 16:00:00,29351.8,29530.0,29030.0,29246.9,4305.57522128
2023-07-31 16:00:00,29246.9,29343.8,28570.1,28951.7,6692.10248626
2023-08-01 16:00:00,28951.7,30039.6,28862.1,29324.0,13089.96898883
2023-08-02 16:00:00,29324.0,29430.4,28923.8,29258.6,6067.76676605
2023-08-03 16:00:00,29258.6,29371.3,29100.0,29272.1,3979.18105803
2023-08-04 16:00:00,29272.0,29285.3,28802.2,29039.9,4265.44278425
2023-08-05 16:00:00,29040.0,29137.3,28989.6,29009.0,1456.65470047
2023-08-06 16:00:00,29008.9,29228.0,28790.0,28858.9,3675.19640943
2023-08-07 16:00:00,28858.9,29674.5,28701.0,29536.7,6571.22151509
2023-08-08 16:00:00,29536.7,30242.7,29535.6,29760.2,9236.0263317
2023-08-09 16:00:00,29760.8,29775.4,29375.9,29467.0,6467.56622676
2023-08-10 16:00:00,29467.1,29566.4,29330.2,29396.0,4537.74303075
2023-08-11 16:00:00,29396.0,29461.8,29250.8,29439.5,2402.21598822
2023-08-12 16:00:00,29439.5,29483.6,29360.0,29372.1,1605.22827455
2023-08-13 16:00:00,29372.0,29673.0,29100.0,29600.6,5587.98341349
2023-08-14 16:00:00,29600.7,29695.0,29255.0,29331.7,4775.49169175
2023-08-15 16:00:00,29331.7,29369.6,29044.0,29105.8,5983.89278616
2023-08-16 16:00:00,29103.4,29232.0,27865.8,27928.9,16486.06492903
2023-08-17 16:00:00,27929.0,28084.2,24220.0,26000.0,40207.02449994
2023-08-18 16:00:00,26000.0,26319.8,25600.1,26215.3,10327.5629156
2023-08-19 16:00:00,26215.2,26274.7,25971.1,26105.8,3202.8582587
2023-08-20 16:00:00,26105.9,26299.8,25813.2,25941.7,4972.25455519
2023-08-21 16:00:00,25941.7,26260.0,25915.2,25936.3,3275.81958628
2023-08-22 16:00:00,25936.3,26189.2,25320.0,26145.9,9079.69762378
2023-08-23 16:00:00,26146.0,26816.4,26000.0,26001.9,9745.51584865
2023-08-24 16:00:00,26001.9,26309.9,25782.2,25932.3,6338.95794571
2023-08-25 16:00:00,25932.3,26124.3,25834.3,26055.4,1731.18444607
2023-08-26 16:00:00,26055.3,26179.8,25971.7,26123.2,1075.10512098
2023-08-27 16:00:00,26123.2,26250.0,25864.5,26104.5,3151.97632891
2023-08-28 16:00:00,26104.5,27696.0,25920.1,27420.5,13930.24490303
2023-08-29 16:00:00,27420.5,28163.5,27010.0,27204.0,14382.05770446
2023-08-30 16:00:00,27204.1,27605.5,26789.3,26923.5,6719.46788306
2023-08-31 16:00:00,26923.5,26925.7,25557.0,25810.4,13977.20326039
